index,知识点关联题目,知识点
56,88，89，90，91,"风沙危害：
1.污：污染大气，空气浑浊，危害人体健康。
2.沙：形成沙尘天气影响生产、生活；影响交通出行与安全、室外作业等。
3.蚀：侵蚀土壤，土壤肥力下降；侵蚀各种交通、建筑设施。
4.埋：埋压农田、村庄、工矿、铁路、公路、水源等。
5.毁：毁坏房屋、刮翻火车、摧毁电杆，造成人、畜伤亡。"
57,88，89，90，91,"风沙活动的防治：
1.工程措施：阻沙（设置沙障阻挡风沙）；固沙（设置草（石）方格，固定沙面）。
2.生物措施：因地制宜开展生态建设，保护和恢复植被（保育自然植被、植树造林、种草等），防风固沙；合理利用水资源，保障生态用水。
3.组织管理措施：调整农业结构，合理控制农牧业生产规模；加强宣传教育，提高环保意识；建立风沙灾害的监测、预报机制；制定并严格实施防沙治沙的相关法律法规；对风沙危害严重地区实施生态移民。"
58,92，93,"产业协调的概念：
不同区域的产业依据各自的比较优势而建立，通过合理的分工与相互协作，达到区域间产业的相互依存、有序运行、良性循环和共同进步，并能促进区域整体目标实现的状态和过程。"
59,92，93,"产业协调类题目的解答步骤：
1.从各地区和各企业之间的优势条件进行分析，如各自的地理位置、产业特点以及发展现状等。
2.对于区域内的产业，需要加强科技研发、优化生产要素，促进人才、信息、技术、交通等要素协同。
3.对于区域之间的产业，需要发挥各自优势，在产业链的上中下游之间进行合理分工和密切合作，侧重于生产不同类型或不同档次的产品，明确产业链分工、产品分工，从而加强生产分工协作，形成产业集群，主动融入区域或全球产业链。
4.地处不同地区的产业，需要加强政府间的合作，建立和完善政府或企业间的产业联动机制，统一协调，共同发力。
5.需要与金融业、法律等相关服务业协作，强化产业与服务业、城镇建设的融合。"
60,374，377，378，568,"天体和天体系统：
天体：宇宙物质性的体现，类型包括星云、恒星、行星、卫星、流星体、彗星等，最基本的天体是星云和恒星。
天体系统：体现宇宙的运动性和层次性，运动性指天体相互吸引、绕转形成天体系统；层次性分为四级，从高到低依次为可观测宇宙、银河系、太阳系、地月系。"
61,374，375，378，567，569,"太阳系：
中心天体：太阳。八大行星：类地行星（水星、金星、地球、火星）、巨行星（木星、土星）、远日行星（天王星、海王星），小行星带位于火星轨道和木星轨道之间，太阳系中最著名的彗星是哈雷彗星。"
62,376，377，378,"行星地球：
地球是太阳系中一颗普通的行星：运动特征具有共面性、近圆性和同向性；结构特征与类地行星相似。
地球的特殊性是存在生命：外部条件是“安全”（大小行星各行其道，互不干扰）和“稳定”（太阳处于壮年，状态稳定）；自身条件是有适宜的温度、适合生物生存的大气和液态水。"
63,379，381，384，419，627,"太阳辐射：
太阳是巨大、炽热的气体星球，主要成分是氢和氦，表面温度约为6000K。太阳辐射是太阳以电磁波形式向宇宙空间放射能量；能量来源是内部的核聚变；对地球的影响包括提供光和热、维持地表温度、为人类活动提供能量，其分布受纬度、地势、天气等因素影响，中国太阳年辐射量空间分布因地区而异"
64,379，381，384，419，457,"影响太阳辐射的因素：
纬度因素：一般太阳辐射从低纬向高纬递减，纬度越低，正午太阳高度越大，获得太阳辐射越多；
昼长因素：一般昼长越长，太阳辐射越多，白昼越长，日照时数越长；
地势因素，一般地势越高，太阳辐射越强，地势越高，大气层越薄，大气透明度越高，太阳辐射越强；
天气因素，晴天，太阳辐射强，大气削弱作用弱，日照时数长。"
65,380，382，383，384,"中国太阳年辐射量空间分布及成因：
高值区：青藏高原地区——包括西藏、青海大部分地区、川西、滇西北等区域，成因是地势高，空气稀薄，大气透明度高，多晴朗天气，该地区是太阳年辐射量的高值中心，年太阳辐射量大于1700kW・h/m²；西北地区——主要为北疆、内蒙古高原东部、华北平原大部分、黄土高原一部分、甘肃南部、川北、川东、滇北一部分，成因是深居大陆内部，距海远，多晴朗天气，日照时间长。
低值区：四川盆地地区——主要为四川、重庆、贵州大部分地区，其中四川盆地为低值中心，成因是盆地地形，多阴雨和大雾天气，日照时间短；东南沿海地区——主要为东北大部分、东南丘陵地区、汉江流域、广西大部分、云南东南部、湖南东部，成因是距海近，受海洋影响大，多阴雨天气。"
66,385，386，387，388，570,"太阳活动：
太阳大气层结构：从内到外依次为太阳内部、太阳大气里层、太阳大气外层；太阳大气里层包括光球层、色球层、日冕层；光球层温度低、亮度和密度大，而日冕层温度高、亮度和密度小。
太阳活动类型：光球层主要活动是太阳黑子；色球层主要活动是耀斑、日珥；日冕层主要活动是日冕物质抛射；太阳活动周期约为11年。"
67,389，391，393，394，418,"地层和化石：
地层：是具有时间顺序的层状岩石，沉积岩地层未受扰动时，先沉积在下，后沉积在上，地层性质反映形成时的地表环境。化石：是确定地层年代和推断古地理环境的重要依据。"
68,390，391，392,"地质年代表：
分为冥古宙、太古宙、元古宙、显生宙（古生代、中生代、新生代），各时期生物演化和矿产形成不同，如前寒武纪是重要成矿期，古生代晚期是重要成煤期等"
69,390，391，393，394,"地球的演化历程：
前寒武纪：冥古宙，出现有机质，重要成矿期（铁、金、镍、铬等矿藏）；太古宙，出现蓝细菌，重要成矿期（铁、金、镍、铬等矿藏）；元古宙，蓝细菌大爆发，重要成矿期（铁、金、镍、铬等矿藏）。古生代：早古生代，陆地上出现低等植物，海洋无脊椎动物繁盛；晚古生代，裸子植物开始出现，蕨类植物繁盛，脊椎动物发展，出现两栖动物并逐渐进化为爬行动物，重要成煤期。中生代：裸子植物极度兴盛，爬行动物盛行，鸟类、小型哺乳动物出现，主要成煤期。新生代，被子植物高度繁盛，哺乳动物快速发展，第四纪出现人类。"
70,395，396，397，398，558,"地震波：
分为纵波（P波，传播速度快，可通过固体、液体、气体）和横波（S波，传播速度慢，只能通过固体），科学家通过地震波研究地球内部结构。"
71,399，400，401，402，548,"地球的内部和外部圈层结构及特征：
内部圈层由内到外包括地核（外核接近液态，内核为固态）、地幔（上地幔有软流层，为岩浆源地）、地壳，地壳厚度不均，大陆地壳厚，海洋地壳薄。外部圈层包括大气圈（主要成分氮气和氧气）、水圈（连续但不规则）、生物圈（占有大气圈底部、水圈全部和岩石圈上部），各圈层相互联系、渗透，形成自然环境。"
72,403，404,"地球自转特征和地理意义：
方向：自西向东，从北极上空看呈逆时针，从南极上空看呈顺时针。周期：恒星日（23时56分4秒，真正周期）和太阳日（24小时，昼夜交替周期）。速度：线速度从赤道向两极递减，赤道处线速度最大，纬度相同线速度相等，海拔越高线速度越大；角速度除极点外各地相等，均为15°/小时。地理意义：昼夜交替、时差、沿地表水平运动物体的运动方向的偏转。"
73,408,"昼夜交替：
昼夜交替：原因为地球自转且不透明、不发光，周期为1个太阳日。晨昏线（圈）：昼半球和夜半球的分界线，由晨线和昏线组成，其平面与太阳光线垂直，平分地球和赤道，移动方向与地球自转方向相反，速度与地球自转角速度相同，可据此判断地球自转方向、地方时、日期和节气、太阳直射点位置。"
